date,last_session,total_trades,wins,losses,draws,win_rate,total_pnl,avg_win,avg_loss,largest_win,largest_loss,profit_factor,expectancy,sharpe_ratio,max_drawdown_pct
2026-08-08,17:03:04,12,4,8,0,33.33,-171.76,33.06,-38.0,33.06,-38.0,0.435,-14.3133,-4.3661,-3800.0
